word;strength;polarity;
5701;surging;strongsubj;positive
5702;surmise;strongsubj;positive
5703;surmount;strongsubj;positive
5704;surpass;strongsubj;positive
5705;surrender;weaksubj;negative
5706;survival;weaksubj;positive
5707;survive;weaksubj;positive
5708;survivor;weaksubj;positive
5709;susceptible;weaksubj;negative
5710;suspect;weaksubj;negative
5711;suspicion;weaksubj;negative
5712;suspicions;strongsubj;negative
5713;suspicious;strongsubj;negative
5714;suspiciously;strongsubj;negative
5715;sustainability;weaksubj;positive
5716;sustainable;weaksubj;positive
5717;sustained;weaksubj;positive
5718;swagger;strongsubj;negative
5719;swamped;strongsubj;negative
5720;swear;strongsubj;negative
5721;sweeping;strongsubj;positive
5722;sweet;weaksubj;positive
5723;sweeten;weaksubj;positive
5724;sweetheart;weaksubj;positive
5725;sweetly;weaksubj;positive
5726;sweetness;weaksubj;positive
5727;swift;weaksubj;positive
5728;swiftness;weaksubj;positive
5729;swindle;strongsubj;negative
5730;swipe;strongsubj;negative
5731;swoon;weaksubj;negative
5732;swore;strongsubj;negative
5733;sworn;strongsubj;positive
5734;sympathetic;strongsubj;negative
5735;sympathetically;strongsubj;negative
5736;sympathies;strongsubj;negative
5737;sympathize;strongsubj;negative
5738;sympathy;strongsubj;negative
5739;symptom;weaksubj;negative
5740;syndrome;weaksubj;negative
5741;taboo;strongsubj;negative
5742;tact;strongsubj;positive
5743;taint;strongsubj;negative
5744;tainted;strongsubj;negative
5745;talent;strongsubj;positive
5746;talented;strongsubj;positive
5747;tamper;weaksubj;negative
5748;tangled;weaksubj;negative
5749;tantalize;weaksubj;positive
5750;tantalizing;strongsubj;positive
5751;tantalizingly;strongsubj;positive
5752;tantrum;strongsubj;negative
5753;tardy;weaksubj;negative
5754;tarnish;weaksubj;negative
5755;taste;weaksubj;positive
5756;tattered;strongsubj;negative
5757;taunt;strongsubj;negative
5758;taunting;strongsubj;negative
5759;tauntingly;strongsubj;negative
5760;taunts;strongsubj;negative
5761;tawdry;strongsubj;negative
5762;tease;weaksubj;negative
5763;teasingly;strongsubj;negative
5764;taxing;weaksubj;negative
5765;tedious;strongsubj;negative
5766;tediously;strongsubj;negative
5767;temerity;strongsubj;negative
5768;temper;strongsubj;negative
5769;temper;weaksubj;negative
5770;temperance;weaksubj;positive
5771;temperate;weaksubj;positive
5772;tempest;weaksubj;negative
5773;tempt;strongsubj;positive
5774;temptation;strongsubj;negative
5775;tempting;strongsubj;positive
5776;temptingly;strongsubj;positive
5777;tenacious;strongsubj;positive
5778;tenaciously;strongsubj;positive
5779;tenacity;strongsubj;positive
5780;tender;weaksubj;positive
5781;tenderly;weaksubj;positive
5782;tenderness;weaksubj;positive
5783;tense;weaksubj;negative
5784;tension;weaksubj;negative
5785;tentative;weaksubj;negative
5786;tentatively;weaksubj;negative
5787;tenuous;weaksubj;negative
5788;tenuously;weaksubj;negative
5789;tepid;weaksubj;negative
5790;terrible;strongsubj;negative
5791;terribleness;strongsubj;negative
5792;terribly;strongsubj;negative
5793;terrific;strongsubj;positive
5794;terrifically;strongsubj;positive
5795;terrified;strongsubj;positive
5796;terrify;strongsubj;positive
5797;terrifying;strongsubj;positive
5798;terrifyingly;strongsubj;positive
5799;terror;strongsubj;negative
5800;terrorgenic;strongsubj;negative
5801;terrorism;weaksubj;negative
5802;terrorize;strongsubj;negative
5803;thank;strongsubj;positive
5804;thankful;strongsubj;positive
5805;thankfully;strongsubj;positive
5806;thankless;strongsubj;negative
5807;thinkable;strongsubj;positive
5808;thirst;strongsubj;negative
5809;thorny;strongsubj;negative
5810;thorough;weaksubj;positive
5811;thoughtful;strongsubj;positive
5812;thoughtfully;strongsubj;positive
5813;thoughtfulness;strongsubj;positive
5814;thoughtless;strongsubj;negative
5815;thoughtlessly;strongsubj;negative
5816;thoughtlessness;strongsubj;negative
5817;thrash;weaksubj;negative
5818;threat;weaksubj;negative
5819;threaten;weaksubj;negative
5820;threatening;weaksubj;negative
5821;threats;weaksubj;negative
5822;thrift;weaksubj;positive
5823;thrifty;weaksubj;positive
5824;thrill;strongsubj;positive
5825;thrilling;strongsubj;positive
5826;thrillingly;strongsubj;positive
5827;thrills;strongsubj;positive
5828;thrive;weaksubj;positive
5829;thriving;weaksubj;positive
5830;throttle;strongsubj;negative
5831;throw;weaksubj;negative
5832;thumb;weaksubj;negative
5833;thumbs;weaksubj;negative
5834;thwart;strongsubj;negative
5835;tickle;weaksubj;positive
5836;tidy;strongsubj;positive
5837;timehonored;strongsubj;positive
5838;timely;weaksubj;positive
5839;timid;strongsubj;negative
5840;timidity;strongsubj;negative
5841;timidly;strongsubj;negative
5842;timidness;strongsubj;negative
5843;tingle;strongsubj;positive
5844;tiny;weaksubj;negative
5845;tire;weaksubj;negative
5846;tired;strongsubj;negative
5847;tiresome;strongsubj;negative
5848;tiring;strongsubj;negative
5849;tiringly;strongsubj;negative
5850;titillate;weaksubj;positive
5851;titillating;strongsubj;positive
5852;titillatingly;strongsubj;positive
5853;toast;strongsubj;positive
5854;togetherness;strongsubj;positive
5855;toil;strongsubj;negative
5856;tolerable;strongsubj;positive
5857;tolerably;strongsubj;positive
5858;tolerance;strongsubj;positive
5859;tolerant;weaksubj;positive
5860;tolerantly;strongsubj;positive
5861;tolerate;weaksubj;positive
5862;toleration;weaksubj;positive
5863;toll;weaksubj;negative
5864;too;weaksubj;negative
5865;top;weaksubj;positive
5866;topple;weaksubj;negative
5867;torment;strongsubj;negative
5868;tormented;strongsubj;negative
5869;torrent;strongsubj;negative
5870;torrid;strongsubj;positive
5871;torridly;strongsubj;positive
5872;torture;weaksubj;negative
5873;tortured;weaksubj;negative
5874;tortuous;strongsubj;negative
5875;torturous;strongsubj;negative
5876;torturously;strongsubj;negative
5877;totalitarian;weaksubj;negative
5878;tradition;weaksubj;positive
5879;traditional;weaksubj;positive
5880;touchy;strongsubj;negative
5881;toughness;strongsubj;negative
5882;toxic;weaksubj;negative
5883;traduce;strongsubj;negative
5884;tragedy;weaksubj;negative
5885;tragic;strongsubj;negative
5886;tragically;strongsubj;negative
5887;traitor;strongsubj;negative
5888;traitorous;strongsubj;negative
5889;traitorously;strongsubj;negative
5890;tramp;strongsubj;negative
5891;trample;strongsubj;negative
5892;tranquil;strongsubj;positive
5893;tranquility;strongsubj;positive
5894;transgress;weaksubj;negative
5895;transgression;weaksubj;negative
5896;trauma;strongsubj;negative
5897;traumatic;strongsubj;negative
5898;traumatically;strongsubj;negative
5899;traumatize;strongsubj;negative
5900;traumatized;strongsubj;negative
5901;travesties;strongsubj;negative
5902;travesty;strongsubj;negative
5903;treacherous;weaksubj;negative
5904;treacherously;weaksubj;negative
5905;treachery;strongsubj;negative
5906;treason;strongsubj;negative
5907;treasonous;strongsubj;negative
5908;treasure;strongsubj;positive
5909;treat;weaksubj;positive
5910;tremendous;strongsubj;positive
5911;tremendously;strongsubj;positive
5912;trendy;strongsubj;positive
5913;trepidation;strongsubj;positive
5914;trial;weaksubj;negative
5915;tribute;strongsubj;positive
5916;trick;strongsubj;negative
5917;tricky;strongsubj;negative
5918;trickery;strongsubj;negative
5919;trim;weaksubj;positive
5920;triumph;strongsubj;positive
5921;triumphal;strongsubj;positive
5922;triumphant;strongsubj;positive
5923;triumphantly;strongsubj;positive
5924;trivial;strongsubj;negative
5925;trivialize;strongsubj;negative
5926;trivially;strongsubj;negative
5927;trouble;weaksubj;negative
5928;trouble;strongsubj;negative
5929;troublemaker;strongsubj;negative
5930;troublesome;strongsubj;negative
5931;troublesomely;strongsubj;negative
5932;troubling;strongsubj;negative
5933;troublingly;strongsubj;negative
5934;truant;weaksubj;negative
5935;truculent;strongsubj;positive
5936;truculently;strongsubj;positive
5937;TRUE;strongsubj;positive
5938;truly;strongsubj;positive
5939;trump;strongsubj;positive
5940;trumpet;strongsubj;positive
5941;trust;weaksubj;positive
5942;trusting;strongsubj;positive
5943;trustingly;strongsubj;positive
5944;trustworthiness;strongsubj;positive
5945;trustworthy;strongsubj;positive
5946;truth;strongsubj;positive
5947;truthful;strongsubj;positive
5948;truthfully;strongsubj;positive
5949;truthfulness;strongsubj;positive
5950;try;weaksubj;negative
5951;trying;weaksubj;negative
5952;tumultuous;weaksubj;negative
5953;turbulent;weaksubj;negative
5954;turmoil;strongsubj;negative
5955;twinkly;strongsubj;positive
5956;twist;strongsubj;negative
5957;twisted;strongsubj;negative
5958;twists;weaksubj;negative
5959;tyrannical;strongsubj;negative
5960;tyrannically;strongsubj;negative
5961;tyranny;strongsubj;negative
5962;tyrant;strongsubj;negative
5963;ugh;strongsubj;negative
5964;ugliness;strongsubj;negative
5965;ugly;strongsubj;negative
5966;ulterior;strongsubj;negative
5967;ultimate;strongsubj;positive
5968;ultimately;strongsubj;positive
5969;ultimatum;strongsubj;negative
5970;ultimatums;strongsubj;negative
5971;ultra;strongsubj;positive
5972;ultrahardline;strongsubj;negative
5973;unabashed;strongsubj;positive
5974;unabashedly;strongsubj;positive
5975;unable;weaksubj;negative
5976;unacceptable;strongsubj;negative
5977;unacceptablely;strongsubj;negative
5978;unaccustomed;weaksubj;negative
5979;unanimous;strongsubj;positive
5980;unassailable;strongsubj;positive
5981;unattractive;strongsubj;negative
5982;unauthentic;weaksubj;negative
5983;unavailable;weaksubj;negative
5984;unavoidable;weaksubj;negative
5985;unavoidably;weaksubj;negative
5986;unbiased;weaksubj;positive
5987;unbearable;strongsubj;negative
5988;unbearablely;strongsubj;negative
5989;unbelievable;strongsubj;negative
5990;unbelievably;strongsubj;negative
5991;unbosom;strongsubj;positive
5992;unbound;weaksubj;positive
5993;unbroken;weaksubj;positive
5994;uncertain;weaksubj;negative
5995;uncivil;strongsubj;negative
5996;uncivilized;strongsubj;negative
5997;unclean;strongsubj;negative
5998;unclear;weaksubj;negative
5999;uncollectible;weaksubj;negative
6000;uncomfortable;weaksubj;negative
6001;uncommon;strongsubj;positive
6002;uncommonly;strongsubj;positive
6003;uncompetitive;weaksubj;negative
6004;uncompromising;strongsubj;negative
6005;uncompromisingly;strongsubj;negative
6006;unconcerned;strongsubj;positive
6007;unconditional;weaksubj;positive
6008;unconfirmed;weaksubj;negative
6009;unconstitutional;weaksubj;negative
6010;uncontrolled;weaksubj;negative
6011;unconventional;weaksubj;positive
6012;unconvincing;strongsubj;negative
6013;unconvincingly;strongsubj;negative
6014;uncouth;strongsubj;negative
6015;undaunted;strongsubj;positive
6016;undecided;weaksubj;negative
6017;undefined;weaksubj;negative
6018;undependability;strongsubj;negative
6019;undependable;strongsubj;negative
6020;underdog;strongsubj;negative
6021;underestimate;strongsubj;negative
6022;underlings;strongsubj;negative
6023;undermine;strongsubj;negative
6024;underpaid;weaksubj;negative
6025;understand;strongsubj;positive
6026;understandable;strongsubj;positive
6027;understanding;weaksubj;positive
6028;understood;strongsubj;positive
6029;understate;strongsubj;positive
6030;understated;strongsubj;positive
6031;understatedly;strongsubj;positive
6032;undesirable;strongsubj;negative
6033;undetermined;weaksubj;negative
6034;undid;weaksubj;negative
6035;undignified;strongsubj;negative
6036;undisputable;strongsubj;positive
6037;undisputably;strongsubj;positive
6038;undisputed;weaksubj;positive
6039;undo;weaksubj;negative
6040;undocumented;weaksubj;negative
6041;undone;weaksubj;negative
6042;undoubted;strongsubj;positive
6043;undoubtedly;strongsubj;positive
6044;undue;strongsubj;negative
6045;unease;strongsubj;negative
6046;uneasily;strongsubj;negative
6047;uneasiness;strongsubj;negative
6048;uneasy;strongsubj;negative
6049;uneconomical;weaksubj;negative
6050;unencumbered;weaksubj;positive
6051;unequal;strongsubj;negative
6052;unequivocal;strongsubj;positive
6053;unequivocally;strongsubj;positive
6054;unethical;strongsubj;negative
6055;uneven;weaksubj;negative
6056;uneventful;weaksubj;negative
6057;unexpected;weaksubj;negative
6058;unexpectedly;strongsubj;negative
6059;unexplained;weaksubj;negative
6060;unfair;strongsubj;negative
6061;unfairly;strongsubj;negative
6062;unfaithful;strongsubj;negative
6063;unfaithfully;strongsubj;negative
6064;unfamiliar;weaksubj;negative
6065;unfavorable;strongsubj;negative
6066;unfazed;strongsubj;positive
6067;unfeeling;strongsubj;negative
6068;unfettered;strongsubj;positive
6069;unfinished;weaksubj;negative
6070;unfit;strongsubj;negative
6071;unforeseen;weaksubj;negative
6072;unforgettable;strongsubj;positive
6073;unfortunate;strongsubj;negative
6074;unfortunately;strongsubj;negative
6075;unfounded;strongsubj;negative
6076;unfriendly;strongsubj;negative
6077;unfulfilled;weaksubj;negative
6078;unfunded;weaksubj;negative
6079;ungrateful;strongsubj;negative
6080;ungovernable;strongsubj;negative
6081;unhappily;strongsubj;negative
6082;unhappiness;strongsubj;negative
6083;unhappy;strongsubj;negative
6084;unhealthy;weaksubj;negative
6085;uniform;weaksubj;positive
6086;uniformly;weaksubj;positive
6087;unilateralism;strongsubj;negative
6088;unimaginable;strongsubj;negative
6089;unimaginably;strongsubj;negative
6090;unimportant;strongsubj;negative
6091;uninformed;weaksubj;negative
6092;uninsured;weaksubj;negative
6093;unipolar;strongsubj;negative
6094;unique;weaksubj;positive
6095;unity;weaksubj;positive
6096;universal;weaksubj;positive
6097;unjust;strongsubj;negative
6098;unjustifiable;strongsubj;negative
6099;unjustifiably;strongsubj;negative
6100;unjustified;weaksubj;negative
6101;unjustly;strongsubj;negative
6102;unkind;strongsubj;negative
6103;unkindly;strongsubj;negative
6104;unlamentable;strongsubj;negative
6105;unlamentably;strongsubj;negative
6106;unlawful;weaksubj;negative
6107;unlawfully;weaksubj;negative
6108;unlawfulness;weaksubj;negative
6109;unleash;strongsubj;negative
6110;unlicensed;weaksubj;negative
6111;unlikely;weaksubj;negative
6112;unlimited;weaksubj;positive
6113;unlucky;strongsubj;negative
6114;unmoved;weaksubj;negative
6115;unnatural;weaksubj;negative
6116;unnaturally;strongsubj;negative
6117;unnecessary;weaksubj;negative
6118;unneeded;weaksubj;negative
6119;unnerve;strongsubj;negative
6120;unnerved;strongsubj;negative
6121;unnerving;strongsubj;negative
6122;unnervingly;strongsubj;negative
6123;unnoticed;weaksubj;negative
6124;unobserved;weaksubj;negative
6125;unorthodox;strongsubj;negative
6126;unorthodoxy;strongsubj;negative
6127;unparalleled;strongsubj;positive
6128;unpleasant;strongsubj;negative
6129;unpleasantries;strongsubj;negative
6130;unpopular;strongsubj;negative
6131;unprecedent;strongsubj;negative
6132;unprecedented;strongsubj;negative
6133;unpredictable;weaksubj;negative
6134;unprepared;weaksubj;negative
6135;unpretentious;strongsubj;positive
6136;unproductive;weaksubj;negative
6137;unprofitable;weaksubj;negative
6138;unqualified;strongsubj;negative
6139;unquestionable;strongsubj;positive
6140;unquestionably;strongsubj;positive
6141;unravel;strongsubj;negative
6142;unraveled;weaksubj;negative
6143;unrealistic;strongsubj;negative
6144;unreasonable;strongsubj;negative
6145;unreasonable;weaksubj;negative
6146;unreasonably;strongsubj;negative
6147;unrelenting;strongsubj;negative
6148;unrelentingly;strongsubj;negative
6149;unreliability;strongsubj;negative
6150;unreliable;strongsubj;negative
6151;unresolved;weaksubj;negative
6152;unrest;strongsubj;negative
6153;unrestricted;weaksubj;positive
6154;unruly;strongsubj;negative
6155;unsafe;weaksubj;negative
6156;unsatisfactory;weaksubj;negative
6157;unsavory;strongsubj;negative
6158;unscathed;weaksubj;positive
6159;unscrupulous;strongsubj;negative
6160;unscrupulously;strongsubj;negative
6161;unseemly;strongsubj;negative
6162;unselfish;strongsubj;positive
6163;unsettle;strongsubj;negative
6164;unsettled;weaksubj;negative
6165;unsettling;strongsubj;negative
6166;unsettlingly;strongsubj;negative
6167;unskilled;weaksubj;negative
6168;unsophisticated;strongsubj;negative
6169;unsound;strongsubj;negative
6170;unspeakable;strongsubj;negative
6171;unspeakablely;strongsubj;negative
6172;unspecified;weaksubj;negative
6173;unstable;weaksubj;negative
6174;unsteadily;weaksubj;negative
6175;unsteadiness;weaksubj;negative
6176;unsteady;weaksubj;negative
6177;unsuccessful;weaksubj;negative
